event_id,soft_id,soft_peak,class_solexs,class_goes,soft_peak_counts,soft_sig,hard_id,hard_peak,hard_peak_counts,hard_sig,coincidence,neupert_lead_s,nonthermal_peak_counts,hardness_ratio,confidence
EVT-0125,SLX-0125,2024-09-28 03:49:09,C2.9,C3.1,118.0,7.316675295087063,HLS-0271,2024-09-28 03:49:00,53.0,24.5,True,,8.0,0.01818181818181818,DUAL-CONFIRMED
EVT-0126,SLX-0126,2024-09-28 06:10:47,C3.9,C3.4,166.0,16.766666666666666,HLS-0274,2024-09-28 06:07:40,174.0,75.57909763949289,True,,9.0,0.03529411764705882,DUAL-CONFIRMED
EVT-0127,SLX-0127,2024-09-28 08:08:59,C3.5,C3.7,145.0,12.392785635298832,HLS-0277,2024-09-28 08:08:40,126.0,54.11284505549491,True,,8.0,0.09803921568627451,DUAL-CONFIRMED
EVT-0128,SLX-0128,2024-09-28 09:29:53,C2.1,—,82.0,5.682319787721793,HLS-0278,2024-09-28 09:29:20,52.0,21.01903898849802,True,,10.0,0.07692307692307693,DUAL-CONFIRMED
EVT-0129,SLX-0129,2024-09-28 10:42:40,C2.6,C2.8,102.0,6.192361855168459,HLS-0280,2024-09-28 10:36:40,21.0,6.260990336999411,True,,6.0,0.0,DUAL-CONFIRMED
EVT-0130,SLX-0130,2024-09-28 15:59:27,C2.6,C2.9,104.0,10.13896546446703,HLS-0282,2024-09-28 15:58:50,97.0,37.15059443221154,True,,7.0,0.05714285714285714,DUAL-CONFIRMED
EVT-0131,SLX-0131,2024-09-29 05:33:27,C4.4,C4.8,193.0,18.226438536598287,HLS-0288,2024-09-29 05:32:10,60.0,22.045407685048605,True,,6.0,0.2631578947368421,DUAL-CONFIRMED
EVT-0132,SLX-0132,2024-09-29 12:53:38,M1.2,M1.0,600.0,17.8823495930007,HLS-0298,2024-09-29 12:52:30,845.0,214.30507849014373,True,,10.0,0.0074962518740629685,DUAL-CONFIRMED
EVT-0133,SLX-0133,2024-09-29 14:25:02,M1.9,M1.7,1053.0,53.899353478719085,HLS-0300,2024-09-29 14:17:20,392.0,127.66666666666667,True,,9.0,0.004672897196261682,DUAL-CONFIRMED
EVT-0134,SLX-0134,2024-09-29 20:04:49,C2.6,C3.1,104.0,8.333333333333334,HLS-0302,2024-09-29 20:04:00,52.0,21.01903898849802,True,,7.0,0.15384615384615385,DUAL-CONFIRMED
EVT-0135,SLX-0135,2024-09-29 20:52:16,C2.2,C2.5,84.0,5.122091076256264,HLS-0303,2024-09-29 20:50:30,60.0,28.0,True,,8.0,0.5714285714285714,DUAL-CONFIRMED
EVT-0136,SLX-0136,2024-09-29 21:45:00,C6.7,C6.5,313.0,42.9391551357388,HLS-0304,2024-09-29 21:44:00,185.0,80.49844718999242,True,,9.0,0.043478260869565216,DUAL-CONFIRMED
EVT-0137,SLX-0137,2024-09-30 01:42:07,C3.1,C3.1,125.0,10.600483781896768,HLS-0306,2024-09-30 01:40:10,46.0,18.335757415498275,True,,8.0,0.030303030303030304,DUAL-CONFIRMED
EVT-0138,SLX-0138,2024-09-30 02:53:16,C3.3,—,134.0,8.288163642548122,HLS-0309,2024-09-30 02:52:50,70.0,21.213203435596423,True,,7.0,0.04,DUAL-CONFIRMED
EVT-0139,SLX-0139,2024-09-30 05:08:24,C3.5,C3.7,147.0,9.789229524076571,HLS-0310,2024-09-30 05:06:30,68.0,28.174456516497347,True,,5.0,0.0,DUAL-CONFIRMED
EVT-0140,SLX-0140,2024-09-30 08:16:41,C4.4,C3.0,192.0,16.00101006912761,HLS-0314,2024-09-30 08:16:00,190.0,75.1176854453508,True,,8.0,0.030303030303030304,DUAL-CONFIRMED
EVT-0141,SLX-0141,2024-09-30 08:45:27,C2.7,—,109.0,6.369492505891556,HLS-0316,2024-09-30 08:44:20,62.0,22.86190426597633,True,,8.0,0.10714285714285714,DUAL-CONFIRMED
EVT-0142,SLX-0142,2024-09-30 10:35:52,C2.9,C3.1,118.0,12.04617379213429,HLS-0318,2024-09-30 10:34:40,52.0,21.01903898849802,True,,8.0,0.07317073170731707,DUAL-CONFIRMED
EVT-0143,SLX-0143,2024-09-30 13:20:25,C2.8,C3.2,114.0,8.075208648016142,HLS-0322,2024-09-30 13:17:50,95.0,40.24922359499621,True,,9.0,1.0,DUAL-CONFIRMED
EVT-0144,SLX-0144,2024-09-30 16:19:37,C6.6,C6.4,310.0,14.329755069151751,HLS-0326,2024-09-30 16:17:00,184.0,52.161462611953105,True,,7.0,0.037037037037037035,DUAL-CONFIRMED
EVT-0145,SLX-0145,2024-09-30 19:16:48,M1.0,C7.9,503.0,50.84365896122796,HLS-0329,2024-09-30 19:10:30,1512.0,531.7442994522837,True,,7.0,0.007518796992481203,DUAL-CONFIRMED
EVT-0146,SLX-0146,2024-09-30 21:02:35,C3.6,C4.1,153.0,7.270604067179253,HLS-0332,2024-09-30 21:01:30,88.0,33.47635981803677,True,,6.0,0.08571428571428572,DUAL-CONFIRMED
EVT-0147,SLX-0147,2024-09-30 21:57:33,C3.6,C3.6,151.0,5.450186541150067,,,,,False,,5.0,0.0,SOFT-ONLY
EVT-0148,SLX-0148,2024-09-30 22:35:26,C3.9,C4.1,166.0,6.1354793530499165,HLS-0334,2024-09-30 22:35:20,92.0,35.10935297989222,True,,9.0,0.011494252873563218,DUAL-CONFIRMED
EVT-0149,SLX-0149,2024-09-30 22:50:19,C4.3,C4.9,184.0,8.330370169150179,HLS-0335,2024-09-30 22:49:30,181.0,51.256928578219814,True,,6.0,0.06451612903225806,DUAL-CONFIRMED
EVT-0150,SLX-0150,2024-09-30 23:32:19,C6.1,C6.5,281.0,7.815169827497297,HLS-0337,2024-09-30 23:30:20,98.0,10.179552429809126,True,,6.0,0.023255813953488372,DUAL-CONFIRMED
EVT-0151,SLX-0151,2024-09-30 23:58:28,M7.8,M7.5,5575.0,302.0872935705886,HLS-0338,2024-09-30 23:55:00,21367.0,3109.841618735112,True,668.0,39.0,0.002903038513644281,DUAL-CONFIRMED
EVT-0152,SLX-0152,2024-10-01 04:32:11,C7.0,C6.8,327.0,24.759154375845224,HLS-0348,2024-10-01 04:31:10,572.0,213.5499272502134,True,,10.0,0.0379746835443038,DUAL-CONFIRMED
EVT-0153,SLX-0153,2024-10-01 07:17:43,C4.9,C5.2,216.0,7.707162925510291,HLS-0353,2024-10-01 07:17:00,175.0,44.93071589424356,True,,8.0,0.05,DUAL-CONFIRMED
EVT-0154,SLX-0154,2024-10-01 10:10:27,C3.1,—,128.0,6.369726265579448,HLS-0358,2024-10-01 10:08:10,42.0,14.696938456699069,True,,8.0,0.0,DUAL-CONFIRMED
EVT-0155,SLX-0155,2024-10-01 13:30:08,C5.0,C4.9,222.0,13.244444444444444,HLS-0366,2024-10-01 13:25:00,303.0,111.87748401073125,True,,8.0,0.0,DUAL-CONFIRMED
EVT-0156,SLX-0156,2024-10-01 14:52:02,M1.1,M1.0,549.0,41.791561988819545,HLS-0369,2024-10-01 14:52:00,1018.0,303.62192398980795,True,,12.0,0.0019704433497536944,DUAL-CONFIRMED
EVT-0157,SLX-0157,2024-10-01 17:53:47,C8.3,C7.6,403.0,33.01757959917571,HLS-0375,2024-10-01 17:53:00,462.0,171.97383521919838,True,,7.0,0.006024096385542169,DUAL-CONFIRMED
EVT-0158,SLX-0158,2024-10-01 19:17:06,M1.7,M1.5,953.0,30.647101015896123,HLS-0377,2024-10-01 19:07:10,1144.0,153.48707635724793,True,,7.0,0.003401360544217687,DUAL-CONFIRMED
EVT-0159,SLX-0159,2024-10-01 21:29:00,C8.8,C8.2,430.0,27.543492714790283,HLS-0380,2024-10-01 21:23:00,493.0,207.87069844672016,True,,11.0,0.009900990099009901,DUAL-CONFIRMED
EVT-0160,SLX-0160,2024-10-01 22:17:24,X2.7,X5.8,23655.0,1382.8675487138,HLS-0382,2024-10-01 22:17:10,712684.0,114176.33053208851,True,34.0,1519.0,0.038602839196444534,DUAL-CONFIRMED
EVT-0161,SLX-0161,2024-10-03 01:06:15,C4.1,C5.0,177.0,5.40094893820582,HLS-0439,2024-10-03 01:05:30,82.0,31.02687007525359,True,,9.0,0.05128205128205128,DUAL-CONFIRMED
EVT-0162,SLX-0162,2024-10-03 02:34:19,M1.1,M1.1,584.0,26.34028919421415,HLS-0442,2024-10-03 02:30:10,433.0,97.81643806413908,True,,7.0,0.011811023622047244,DUAL-CONFIRMED
EVT-0163,SLX-0163,2024-10-03 03:38:15,M1.6,M1.5,896.0,31.221564932566853,HLS-0443,2024-10-03 03:36:00,1337.0,250.04807230118465,True,,6.0,0.0038860103626943004,DUAL-CONFIRMED
EVT-0164,SLX-0164,2024-10-03 04:47:13,C9.7,C9.9,483.0,16.63838588246055,HLS-0445,2024-10-03 04:46:20,731.0,217.0881680959898,True,,9.0,0.00804289544235925,DUAL-CONFIRMED
EVT-0165,SLX-0165,2024-10-03 05:18:13,C6.1,C6.8,280.0,5.80409338312195,HLS-0447,2024-10-03 05:17:00,257.0,74.17179076612985,True,,8.0,0.07894736842105263,DUAL-CONFIRMED
EVT-0166,SLX-0166,2024-10-03 06:48:26,C8.4,C8.6,409.0,15.234607176227208,HLS-0452,2024-10-03 06:45:50,568.0,160.50337483471597,True,156.0,47.0,0.006896551724137931,DUAL-CONFIRMED
EVT-0167,SLX-0167,2024-10-03 07:35:45,C5.2,C5.9,230.0,7.243412731828373,HLS-0453,2024-10-03 07:35:10,119.0,46.13205682241652,True,,10.0,0.043478260869565216,DUAL-CONFIRMED
EVT-0168,SLX-0168,2024-10-03 08:27:55,M1.7,—,963.0,37.31403030630442,HLS-0456,2024-10-03 08:27:40,546.0,90.98107251266913,True,,6.0,0.0029940119760479044,DUAL-CONFIRMED
EVT-0169,SLX-0169,2024-10-03 12:17:03,X2.6,X7.1,22575.0,789.01875,HLS-0467,2024-10-03 12:17:50,855399.0,136967.21763871933,True,103.0,3709.0,0.0481568129970691,DUAL-CONFIRMED
EVT-0170,SLX-0170,2024-10-03 17:21:28,M1.6,M1.6,857.0,10.974345296264737,HLS-0477,2024-10-03 17:20:20,1174.0,237.33002876414835,True,,7.0,0.003590664272890485,DUAL-CONFIRMED
EVT-0171,SLX-0171,2024-10-03 19:20:32,M1.1,M1.1,558.0,9.439317685186063,HLS-0480,2024-10-03 19:20:10,275.0,72.66572570550503,True,,6.0,0.0038910505836575876,DUAL-CONFIRMED
EVT-0172,SLX-0172,2024-10-03 20:26:17,M6.7,M6.5,4671.0,188.62824754179368,HLS-0482,2024-10-03 20:23:40,5460.0,569.511106125245,True,,8.0,0.001215436037678517,DUAL-CONFIRMED
EVT-0173,SLX-0173,2024-10-03 21:41:17,M2.7,M2.3,1616.0,64.2552779212785,HLS-0483,2024-10-03 21:40:50,9250.0,2785.6633125539583,True,,15.0,0.012850628713555341,DUAL-CONFIRMED
EVT-0174,SLX-0174,2024-10-03 23:28:04,M1.0,M1.1,530.0,12.793754220666564,HLS-0488,2024-10-03 23:27:20,463.0,130.19248570226063,True,,9.0,0.042105263157894736,DUAL-CONFIRMED
EVT-0175,SLX-0175,2024-10-04 00:16:47,M1.2,M1.2,634.0,18.727810461877727,HLS-0492,2024-10-04 00:13:40,739.0,156.68044518944254,True,,15.0,0.0,DUAL-CONFIRMED
EVT-0176,SLX-0176,2024-10-04 03:21:36,C7.3,C8.0,346.0,6.694584845328203,HLS-0500,2024-10-04 03:20:20,358.0,110.0472625738596,True,,8.0,0.0045662100456621,DUAL-CONFIRMED
EVT-0177,SLX-0177,2024-10-04 04:52:59,M4.3,M4.0,2787.0,173.94587555425787,HLS-0502,2024-10-04 04:52:10,5479.0,1137.6546430954,True,,9.0,0.004767580452920143,DUAL-CONFIRMED
EVT-0178,SLX-0178,2024-10-04 08:08:48,C8.5,C8.7,412.0,13.539207767530904,HLS-0507,2024-10-04 08:07:40,1168.0,438.8167531637128,True,,16.0,0.010075566750629723,DUAL-CONFIRMED
EVT-0179,SLX-0179,2024-10-04 09:46:58,C6.2,C6.8,288.0,7.280007989039213,HLS-0510,2024-10-04 09:46:20,105.0,32.0,True,,7.0,0.0547945205479452,DUAL-CONFIRMED
EVT-0180,SLX-0180,2024-10-04 11:02:55,M1.2,M1.2,640.0,31.97502203124034,HLS-0513,2024-10-04 11:00:30,405.0,162.89106789508136,True,,13.0,0.013888888888888888,DUAL-CONFIRMED
EVT-0181,SLX-0181,2024-10-04 13:06:19,C9.5,C9.6,470.0,8.76762560289769,HLS-0516,2024-10-04 13:05:50,117.0,8.466068268482454,True,,6.0,0.061224489795918366,DUAL-CONFIRMED
EVT-0182,SLX-0182,2024-10-04 14:51:20,C7.0,C7.1,331.0,7.13582661439767,HLS-0521,2024-10-04 14:51:00,548.0,190.9188309203678,True,,7.0,0.013574660633484163,DUAL-CONFIRMED
EVT-0183,SLX-0183,2024-10-04 17:34:18,C5.1,C5.8,228.0,5.693488074248766,HLS-0528,2024-10-04 17:32:40,51.0,12.060453783110544,True,,7.0,0.2857142857142857,DUAL-CONFIRMED
EVT-0184,SLX-0184,2024-10-04 18:08:07,C7.4,C7.5,353.0,11.859107249446216,HLS-0529,2024-10-04 18:05:20,236.0,75.66666666666667,True,,5.0,0.014705882352941176,DUAL-CONFIRMED
EVT-0185,SLX-0185,2024-10-04 19:12:59,C7.0,C7.5,331.0,5.6762884000022416,HLS-0532,2024-10-04 19:10:00,117.0,21.689859381747958,True,,8.0,0.0,DUAL-CONFIRMED
EVT-0186,SLX-0186,2024-10-04 21:05:13,M1.3,M1.2,663.0,32.91302422140349,HLS-0535,2024-10-04 21:01:10,1838.0,527.1207957701283,True,,7.0,0.004098360655737705,DUAL-CONFIRMED
EVT-0187,SLX-0187,2024-10-04 22:11:37,M1.3,M1.2,659.0,27.557627338120923,HLS-0537,2024-10-04 22:10:20,728.0,198.3053201505194,True,,10.0,0.004310344827586207,DUAL-CONFIRMED
EVT-0188,SLX-0188,2024-10-04 22:32:14,C8.1,C8.4,393.0,5.498438362615417,HLS-0538,2024-10-04 22:32:10,553.0,122.50800188687997,True,,6.0,0.016574585635359115,DUAL-CONFIRMED
EVT-0189,SLX-0189,2024-10-04 23:21:11,C5.8,C6.4,264.0,5.975951807034592,HLS-0540,2024-10-04 23:18:30,366.0,126.57211383239199,True,,11.0,0.009523809523809525,DUAL-CONFIRMED
EVT-0190,SLX-0190,2024-10-05 00:12:00,M1.2,M1.1,598.0,28.997735933829222,HLS-0544,2024-10-05 00:10:40,1583.0,453.50863644845106,True,,8.0,0.005772005772005772,DUAL-CONFIRMED
EVT-0191,SLX-0191,2024-10-05 01:44:40,C7.1,C6.9,333.0,14.292355511662208,HLS-0548,2024-10-05 01:40:50,279.0,85.0652690585294,True,,7.0,0.03508771929824561,DUAL-CONFIRMED
EVT-0192,SLX-0192,2024-10-05 02:29:00,C7.0,C7.3,328.0,13.827513647344633,HLS-0549,2024-10-05 02:23:50,203.0,74.08103670980853,True,,7.0,0.05,DUAL-CONFIRMED
EVT-0193,SLX-0193,2024-10-05 02:59:42,C7.2,C7.1,339.0,11.370350477287818,HLS-0551,2024-10-05 02:57:40,437.0,105.25,True,,6.0,0.0196078431372549,DUAL-CONFIRMED
EVT-0194,SLX-0194,2024-10-05 04:06:06,M1.1,M1.0,549.0,13.69901812697164,,,,,False,,6.0,0.028037383177570093,SOFT-ONLY
EVT-0195,SLX-0195,2024-10-05 06:14:46,C5.9,C6.6,269.0,5.423542644325276,HLS-0561,2024-10-05 06:13:20,423.0,113.71354022617197,True,,16.0,0.034013605442176874,DUAL-CONFIRMED
EVT-0196,SLX-0196,2024-10-05 07:14:40,C7.0,C7.1,331.0,11.616708632959996,HLS-0562,2024-10-05 07:06:10,759.0,236.8545967466116,True,,7.0,0.011363636363636364,DUAL-CONFIRMED
EVT-0197,SLX-0197,2024-10-05 08:44:23,M1.7,—,940.0,24.553149616386413,,,,,False,,5.0,0.0021645021645021645,SOFT-ONLY
EVT-0198,SLX-0198,2024-10-05 11:10:06,C6.2,C6.6,285.0,10.032667230836768,HLS-0571,2024-10-05 11:08:20,303.0,121.24974226776733,True,,7.0,0.03508771929824561,DUAL-CONFIRMED
EVT-0199,SLX-0199,2024-10-05 13:39:48,C7.0,C7.1,330.0,9.966969604237155,,,,,False,,,0.4,SOFT-ONLY
EVT-0200,SLX-0200,2024-10-05 13:57:25,C8.7,C8.4,426.0,8.198177759543585,,,,,False,,,0.4,SOFT-ONLY
EVT-0201,SLX-0201,2024-10-05 14:27:51,C8.5,C8.1,414.0,5.515640247721686,,,,,False,,,0.4,SOFT-ONLY
EVT-0202,SLX-0202,2024-10-05 15:05:44,C8.7,C8.4,427.0,8.801939221164924,,,,,False,,,0.4,SOFT-ONLY
EVT-0203,SLX-0203,2024-10-05 15:55:31,C9.5,C8.9,473.0,16.490631789569864,,,,,False,,,0.4,SOFT-ONLY
EVT-0204,SLX-0204,2024-10-05 16:55:02,C8.4,C8.2,411.0,8.754242740377194,,,,,False,,,0.4,SOFT-ONLY
EVT-0205,SLX-0205,2024-10-05 17:40:36,M1.1,C9.7,539.0,23.06813427379137,,,,,False,,,0.4,SOFT-ONLY
EVT-0206,SLX-0206,2024-10-05 17:58:16,M1.0,C9.5,523.0,6.53236707830574,,,,,False,,,0.4,SOFT-ONLY
EVT-0207,SLX-0207,2024-10-05 19:38:43,C8.3,C8.4,405.0,5.837259631025504,,,,,False,,,0.4,SOFT-ONLY
EVT-0208,SLX-0208,2024-10-05 20:10:20,C8.0,C8.4,386.0,5.79760922512657,,,,,False,,,0.4,SOFT-ONLY
EVT-0209,SLX-0209,2024-10-05 20:40:03,M1.2,M1.1,619.0,18.59966832896926,,,,,False,,,0.4,SOFT-ONLY
EVT-0210,SLX-0210,2024-10-05 22:10:39,C9.4,C9.2,469.0,14.995100117136122,,,,,False,,,0.4,SOFT-ONLY
EVT-0211,SLX-0211,2024-10-05 23:21:18,M2.9,M2.4,1747.0,97.98630762692886,,,,,False,,,0.4,SOFT-ONLY
EVT-0212,SLX-0212,2024-10-06 00:19:59,M1.0,M1.0,503.0,12.612774775682292,HLS-0575,2024-10-06 00:14:50,330.0,78.5,True,,7.0,0.034482758620689655,DUAL-CONFIRMED
EVT-0213,SLX-0213,2024-10-06 01:45:10,M1.1,M1.0,555.0,10.160500162236014,,,,,False,,6.0,0.0033222591362126247,SOFT-ONLY
EVT-0214,SLX-0214,2024-10-06 04:02:03,C4.9,C5.2,215.0,6.414439729004947,HLS-0581,2024-10-06 03:56:00,134.0,48.00148807217185,True,,6.0,0.375,DUAL-CONFIRMED
EVT-0215,SLX-0215,2024-10-06 05:04:52,M1.1,C9.2,552.0,37.7128136034408,HLS-0583,2024-10-06 05:02:00,1613.0,607.0109436528189,True,,7.0,0.003913894324853229,DUAL-CONFIRMED
EVT-0216,SLX-0216,2024-10-06 05:36:55,C7.7,C7.4,368.0,13.2118742913722,HLS-0584,2024-10-06 05:36:50,402.0,72.94356826303054,True,,7.0,0.007556675062972292,DUAL-CONFIRMED
EVT-0217,SLX-0217,2024-10-06 08:26:17,C5.0,—,220.0,10.47181904694914,HLS-0591,2024-10-06 08:25:50,237.0,103.75355415599023,True,,7.0,0.013333333333333334,DUAL-CONFIRMED
EVT-0218,SLX-0218,2024-10-06 09:35:11,C5.2,C5.4,231.0,9.505266710518717,HLS-0593,2024-10-06 09:27:10,187.0,73.89294057395921,True,,7.0,0.0,DUAL-CONFIRMED
EVT-0219,SLX-0219,2024-10-06 12:03:07,C4.6,C4.7,201.0,7.670574573375471,HLS-0599,2024-10-06 12:01:30,258.0,102.8785691968935,True,,7.0,0.13953488372093023,DUAL-CONFIRMED
EVT-0220,SLX-0220,2024-10-06 13:47:37,C5.6,C5.7,252.0,5.718516951973437,HLS-0605,2024-10-06 13:47:20,389.0,113.97128825039465,True,,7.0,0.02,DUAL-CONFIRMED
EVT-0221,SLX-0221,2024-10-06 15:08:50,C6.4,C6.4,298.0,5.451036825149487,HLS-0609,2024-10-06 15:00:20,79.0,22.548777537175994,True,,6.0,0.07692307692307693,DUAL-CONFIRMED
EVT-0222,SLX-0222,2024-10-06 15:21:22,M1.5,M1.3,779.0,34.11572777746205,HLS-0610,2024-10-06 15:20:20,1531.0,367.19893630500815,True,,7.0,0.011400651465798045,DUAL-CONFIRMED
EVT-0223,SLX-0223,2024-10-06 16:45:40,M1.3,M1.1,674.0,37.18965117760146,HLS-0614,2024-10-06 16:43:50,2460.0,774.7580267412529,True,,11.0,0.001639344262295082,DUAL-CONFIRMED
EVT-0224,SLX-0224,2024-10-06 18:24:40,C4.9,C5.3,219.0,7.463799306986137,HLS-0618,2024-10-06 18:23:50,230.0,84.28607748105767,True,,5.0,0.06666666666666667,DUAL-CONFIRMED
EVT-0225,SLX-0225,2024-10-06 18:36:43,C4.7,C5.1,204.0,5.458106855186856,HLS-0619,2024-10-06 18:35:40,376.0,115.73936236216268,True,,8.0,0.041666666666666664,DUAL-CONFIRMED
EVT-0226,SLX-0226,2024-10-06 18:59:12,M1.7,M1.4,910.0,61.79853724151238,HLS-0621,2024-10-06 18:58:30,5141.0,1145.0904112776423,True,,8.0,0.006315211422295442,DUAL-CONFIRMED
EVT-0227,SLX-0227,2024-10-06 20:21:27,C7.7,C7.1,368.0,20.073666056939302,HLS-0625,2024-10-06 20:21:00,307.0,113.38934190276817,True,,7.0,0.01276595744680851,DUAL-CONFIRMED
EVT-0228,SLX-0228,2024-10-06 21:16:59,M1.7,M1.6,923.0,50.46268500978929,,,,,False,,8.0,0.0,SOFT-ONLY
EVT-0229,SLX-0229,2024-10-07 04:11:47,C4.8,C5.4,214.0,6.615862920629285,HLS-0637,2024-10-07 04:10:50,139.0,46.31549416771886,True,,8.0,0.05309734513274336,DUAL-CONFIRMED
EVT-0230,SLX-0230,2024-10-07 05:32:37,C5.7,C5.5,261.0,8.957685903855792,HLS-0641,2024-10-07 05:31:00,236.0,61.84907187911305,True,,5.0,0.044444444444444446,DUAL-CONFIRMED
EVT-0231,SLX-0231,2024-10-07 09:20:02,C6.9,—,324.0,10.307981387582068,,,,,False,,6.0,0.03125,SOFT-ONLY
EVT-0232,SLX-0232,2024-10-07 10:27:53,C6.6,C6.6,310.0,11.575108202105666,HLS-0645,2024-10-07 10:24:00,760.0,307.81921100975273,True,,18.0,0.011764705882352941,DUAL-CONFIRMED
EVT-0233,SLX-0233,2024-10-07 10:52:36,C6.5,C6.2,302.0,5.572202554260971,HLS-0646,2024-10-07 10:48:40,179.0,33.9673235590831,True,,5.0,0.023809523809523808,DUAL-CONFIRMED
EVT-0234,SLX-0234,2024-10-07 12:08:35,C5.6,C5.1,252.0,10.303752381114034,HLS-0647,2024-10-07 12:07:30,254.0,73.26725673239656,True,,6.0,0.02564102564102564,DUAL-CONFIRMED
EVT-0235,SLX-0235,2024-10-07 14:36:40,C7.4,C6.9,353.0,9.255407289934038,,,,,False,,7.0,0.15384615384615385,SOFT-ONLY
EVT-0236,SLX-0236,2024-10-07 18:35:41,M1.4,M1.3,774.0,26.751057438428003,,,,,False,,6.0,0.023809523809523808,SOFT-ONLY
EVT-0237,SLX-0237,2024-10-07 19:11:56,X1.7,X2.1,13927.0,544.5544599601981,HLS-0657,2024-10-07 19:10:30,156083.0,18014.252159147025,True,306.0,853.0,0.01690502037412879,DUAL-CONFIRMED
EVT-0238,SLX-0238,2024-10-07 20:17:51,M7.5,M7.5,5345.0,6.707723076639952,HLS-0658,2024-10-07 20:12:40,7321.0,31.270892240137094,True,,15.0,0.004911591355599214,DUAL-CONFIRMED
EVT-0239,SLX-0239,2024-10-07 20:50:48,M9.6,M9.6,7103.0,21.00620116738784,,,,,False,,17.0,0.0021025581123700504,SOFT-ONLY
EVT-0240,SLX-0240,2024-10-08 08:20:14,C6.6,C7.3,308.0,5.075260149258936,HLS-0670,2024-10-08 08:18:00,293.0,108.09783928063898,True,,7.0,0.07272727272727272,DUAL-CONFIRMED
EVT-0241,SLX-0241,2024-10-08 08:50:39,M1.4,—,715.0,33.67702402689604,HLS-0671,2024-10-08 08:49:30,496.0,162.33333333333334,True,,8.0,0.008620689655172414,DUAL-CONFIRMED
EVT-0242,SLX-0242,2024-10-08 11:05:07,C4.6,C4.8,200.0,5.485368607116155,HLS-0673,2024-10-08 11:05:00,83.0,31.435118365717454,True,,10.0,0.02666666666666667,DUAL-CONFIRMED
EVT-0243,SLX-0243,2024-10-08 11:53:47,C5.2,C5.4,235.0,10.33938855887065,HLS-0674,2024-10-08 11:48:50,255.0,101.6538243255019,True,,7.0,0.0,DUAL-CONFIRMED
EVT-0244,SLX-0244,2024-10-08 17:50:48,C6.3,C5.6,293.0,18.75505322357176,HLS-0680,2024-10-08 17:49:30,521.0,230.7622152779783,True,,8.0,0.005263157894736842,DUAL-CONFIRMED
EVT-0245,SLX-0245,2024-10-08 19:07:55,C3.7,C4.1,156.0,8.683333333333334,HLS-0681,2024-10-08 19:07:40,90.0,38.01315561749642,True,,7.0,0.02631578947368421,DUAL-CONFIRMED
EVT-0246,SLX-0246,2024-10-08 20:29:27,C8.2,C8.0,396.0,33.74804773503092,HLS-0682,2024-10-08 20:28:20,468.0,168.19829567111157,True,,9.0,0.010067114093959731,DUAL-CONFIRMED
