event_id,soft_id,soft_peak,class_solexs,class_goes,soft_peak_counts,soft_sig,hard_id,hard_peak,hard_peak_counts,hard_sig,coincidence,neupert_lead_s,nonthermal_peak_counts,hardness_ratio,confidence
EVT-0247,SLX-0247,2024-10-09 00:04:13,C3.7,C4.0,154.0,5.60236957912145,HLS-0686,2024-10-09 00:03:30,63.0,19.445436482630054,True,,6.0,0.1111111111111111,DUAL-CONFIRMED
EVT-0248,SLX-0248,2024-10-09 01:54:19,X1.5,X1.8,11838.0,636.2321707458108,HLS-0688,2024-10-09 01:49:20,45170.0,5224.439463246579,True,469.0,538.0,0.011097912777872051,DUAL-CONFIRMED
EVT-0249,SLX-0249,2024-10-09 05:47:20,M1.5,M1.6,826.0,12.412666804065717,HLS-0689,2024-10-09 05:45:30,984.0,110.15305557347882,True,500.0,20.0,0.01757188498402556,DUAL-CONFIRMED
EVT-0250,SLX-0250,2024-10-09 09:57:19,C5.5,C6.3,246.0,10.038758750397246,HLS-0691,2024-10-09 09:55:40,276.0,30.845930502603235,True,669.0,20.0,0.15,DUAL-CONFIRMED
EVT-0251,SLX-0251,2024-10-09 10:56:45,C5.0,C6.0,220.0,12.385185185185186,HLS-0692,2024-10-09 10:55:40,522.0,68.41600689897065,True,75.0,26.0,0.12030075187969924,DUAL-CONFIRMED
EVT-0252,SLX-0252,2024-10-09 13:37:16,C3.9,C4.7,168.0,5.094780674715723,HLS-0695,2024-10-09 13:36:10,427.0,61.19007272425814,True,66.0,54.0,0.10526315789473684,DUAL-CONFIRMED
EVT-0253,SLX-0253,2024-10-09 15:47:22,X1.2,X1.4,9503.0,923.8852671238516,HLS-0697,2024-10-09 15:45:50,89546.0,13416.842092532617,True,142.0,1416.0,0.006280785922250096,DUAL-CONFIRMED
EVT-0254,SLX-0254,2024-10-09 20:14:51,C6.8,C7.4,319.0,21.10632210250672,HLS-0700,2024-10-09 20:12:50,345.0,44.40083406799996,True,701.0,21.0,0.0748663101604278,DUAL-CONFIRMED
EVT-0255,SLX-0255,2024-10-09 23:11:45,M7.7,M7.7,5498.0,356.3671542133906,HLS-0705,2024-10-09 23:11:00,17285.0,1948.3090926526056,True,275.0,182.0,0.004807692307692308,DUAL-CONFIRMED
EVT-0256,SLX-0256,2024-10-10 01:55:19,C5.5,C5.8,247.0,14.803539863942904,,,,,False,,,1.0,SOFT-ONLY
EVT-0257,SLX-0257,2024-10-10 02:51:48,C3.9,C4.2,167.0,6.68695087647226,,,,,False,,,1.0,SOFT-ONLY
EVT-0258,SLX-0258,2024-10-10 03:00:41,C3.9,C4.8,168.0,6.017118437068885,,,,,False,,,1.0,SOFT-ONLY
EVT-0259,SLX-0259,2024-10-10 07:56:59,C5.4,C5.7,243.0,5.695772485999768,,,,,False,,,1.0,SOFT-ONLY
EVT-0260,SLX-0260,2024-10-10 08:36:01,C7.5,—,358.0,7.952999958087094,,,,,False,,,1.0,SOFT-ONLY
EVT-0261,SLX-0261,2024-10-10 11:01:20,C4.0,C4.3,173.0,5.074177049263527,,,,,False,,,1.0,SOFT-ONLY
EVT-0262,SLX-0262,2024-10-10 11:59:35,M1.5,M1.3,788.0,48.973941383088295,,,,,False,,,1.0,SOFT-ONLY
EVT-0263,SLX-0263,2024-10-10 14:40:53,C7.9,C7.2,382.0,20.720459660916568,,,,,False,,,1.0,SOFT-ONLY
EVT-0264,SLX-0264,2024-10-10 17:00:24,M1.2,M1.0,611.0,41.52644191537797,,,,,False,,,1.0,SOFT-ONLY
EVT-0265,SLX-0265,2024-10-10 21:25:41,C6.2,C6.1,288.0,12.827821072343204,,,,,False,,,1.0,SOFT-ONLY
EVT-0266,SLX-0266,2024-10-10 22:33:51,M3.6,M2.9,2265.0,52.17786135996346,,,,,False,,,1.0,SOFT-ONLY
EVT-0267,SLX-0267,2024-10-24 03:53:10,X2.0,X3.1,16686.0,1742.6775378490192,HLS-0711,2024-10-24 03:47:50,104117.0,34144.06514315482,True,630.0,776.0,0.009079520636785916,DUAL-CONFIRMED
EVT-0268,SLX-0268,2024-10-24 10:30:05,M1.2,M1.2,632.0,27.226112433784603,HLS-0713,2024-10-24 10:28:40,680.0,201.71108952252388,True,,8.0,0.007957559681697613,DUAL-CONFIRMED
EVT-0269,SLX-0269,2024-10-24 20:02:03,C2.6,C2.9,101.0,6.501314478402807,HLS-0721,2024-10-24 20:00:40,70.0,33.0,True,,8.0,0.18181818181818182,DUAL-CONFIRMED
EVT-0270,SLX-0270,2024-10-25 00:49:24,C3.7,C3.7,157.0,8.464888038356781,,,,,False,,,0.0,SOFT-ONLY
EVT-0271,SLX-0271,2024-10-25 03:03:10,C2.4,C2.7,93.0,7.113973540056184,,,,,False,,,0.0,SOFT-ONLY
EVT-0272,SLX-0272,2024-10-25 05:21:01,C4.0,C3.5,171.0,20.055925392989863,,,,,False,,,0.0,SOFT-ONLY
EVT-0273,SLX-0273,2024-10-25 06:16:39,C2.3,C2.4,88.0,5.648020070693291,,,,,False,,,0.0,SOFT-ONLY
EVT-0274,SLX-0274,2024-10-25 06:58:48,C2.8,C2.8,111.0,8.593544254206343,,,,,False,,,0.0,SOFT-ONLY
EVT-0275,SLX-0275,2024-10-25 07:33:51,M1.4,M1.1,748.0,104.78786385004902,,,,,False,,,0.0,SOFT-ONLY
EVT-0276,SLX-0276,2024-10-25 10:34:58,C3.7,C3.5,157.0,9.854520736563927,,,,,False,,,0.0,SOFT-ONLY
EVT-0277,SLX-0277,2024-10-25 11:49:50,C2.9,C2.8,117.0,5.692664452734639,,,,,False,,1.0,0.0,SOFT-ONLY
EVT-0278,SLX-0278,2024-10-25 17:28:04,C2.6,C2.8,105.0,7.475517402401276,HLS-0726,2024-10-25 17:27:20,199.0,86.75943752699183,True,,8.0,0.2857142857142857,DUAL-CONFIRMED
EVT-0279,SLX-0279,2024-10-25 17:56:11,C2.7,C2.9,108.0,5.783962501799455,HLS-0727,2024-10-25 17:55:30,65.0,24.08664913736792,True,,9.0,0.07142857142857142,DUAL-CONFIRMED
EVT-0280,SLX-0280,2024-10-25 18:58:08,C3.2,C3.3,133.0,7.664719468336847,HLS-0729,2024-10-25 18:57:00,45.0,17.88854381999832,True,,8.0,0.0625,DUAL-CONFIRMED
EVT-0281,SLX-0281,2024-10-25 22:06:09,C3.1,C3.3,126.0,5.454371085141368,HLS-0731,2024-10-25 22:00:50,54.0,19.595917942265427,True,,7.0,1.1666666666666667,DUAL-CONFIRMED
EVT-0282,SLX-0282,2024-10-25 23:44:55,C3.2,C3.5,131.0,5.983590188864006,HLS-0733,2024-10-25 23:41:30,27.0,7.559289460184544,True,,7.0,0.0,DUAL-CONFIRMED
EVT-0283,SLX-0283,2024-10-26 02:19:46,C4.5,C4.4,196.0,12.40762229071674,HLS-0737,2024-10-26 02:18:10,129.0,50.214539727055154,True,,7.0,0.05714285714285714,DUAL-CONFIRMED
EVT-0284,SLX-0284,2024-10-26 04:08:22,C4.0,C4.0,171.0,8.108157757605747,HLS-0741,2024-10-26 04:03:40,295.0,117.98375594405643,True,,13.0,0.10476190476190476,DUAL-CONFIRMED
EVT-0285,SLX-0285,2024-10-26 05:33:51,C5.1,C4.9,225.0,7.787682582129296,,,,,False,,7.0,0.11764705882352941,SOFT-ONLY
EVT-0286,SLX-0286,2024-10-26 06:22:08,M9.3,M9.4,6892.0,347.9519765409916,HLS-0745,2024-10-26 06:18:20,32385.0,3381.3626290023317,True,-492.0,53.0,0.009495896834701055,DUAL-CONFIRMED
EVT-0287,SLX-0287,2024-10-26 07:10:08,X1.5,X1.8,12016.0,40.60551482825932,,,,,False,1048.0,147.0,0.0031872867660262165,SOFT-ONLY
EVT-0288,SLX-0288,2024-10-26 22:38:12,M1.1,C9.7,544.0,28.77403770161249,HLS-0748,2024-10-26 22:33:50,659.0,155.70787127332576,True,,10.0,0.022388059701492536,DUAL-CONFIRMED
EVT-0289,SLX-0289,2024-10-27 00:16:12,C7.1,C6.9,334.0,5.359869401394031,,,,,False,,9.0,0.0,SOFT-ONLY
EVT-0290,SLX-0290,2024-10-27 03:23:53,C9.2,C8.3,455.0,26.4900160375115,,,,,False,,,0.0,SOFT-ONLY
EVT-0291,SLX-0291,2024-10-27 05:32:26,C8.3,C7.6,405.0,23.777077910505827,,,,,False,,,0.0,SOFT-ONLY
EVT-0292,SLX-0292,2024-10-27 09:26:36,C3.8,C3.9,161.0,6.673667007373174,,,,,False,,,0.0,SOFT-ONLY
EVT-0293,SLX-0293,2024-10-27 09:46:25,C4.2,C4.1,181.0,7.284357808816691,,,,,False,,,0.0,SOFT-ONLY
EVT-0294,SLX-0294,2024-10-27 23:24:20,M3.1,M2.8,1874.0,193.89653614336453,,,,,False,,,0.0,SOFT-ONLY
EVT-0295,SLX-0295,2024-10-28 00:29:57,C4.5,C5.0,197.0,12.684613189400212,,,,,False,,,0.0,SOFT-ONLY
EVT-0296,SLX-0296,2024-10-28 02:30:25,C3.3,C3.9,136.0,6.87494020827698,,,,,False,,,0.0,SOFT-ONLY
EVT-0297,SLX-0297,2024-10-28 03:00:57,C3.6,C3.8,149.0,6.015984000316448,,,,,False,,,0.0,SOFT-ONLY
EVT-0298,SLX-0298,2024-10-28 04:09:29,M1.5,M1.3,790.0,40.58214496357584,,,,,False,,,0.0,SOFT-ONLY
EVT-0299,SLX-0299,2024-10-28 06:15:44,C3.3,C3.6,137.0,9.475228568589532,,,,,False,,,0.0,SOFT-ONLY
EVT-0300,SLX-0300,2024-10-28 07:03:03,C8.9,C8.0,440.0,34.53780537324281,,,,,False,,,0.0,SOFT-ONLY
EVT-0301,SLX-0301,2024-10-28 08:13:09,C3.6,C3.9,150.0,9.287741684277709,,,,,False,,,0.0,SOFT-ONLY
EVT-0302,SLX-0302,2024-10-28 09:12:36,C7.3,C7.1,345.0,29.07374178771046,,,,,False,,,0.0,SOFT-ONLY
EVT-0303,SLX-0303,2024-10-28 10:06:24,C3.9,C4.3,167.0,10.123774622325827,,,,,False,,,0.0,SOFT-ONLY
EVT-0304,SLX-0304,2024-10-28 14:24:18,C8.1,C9.1,394.0,17.208800572609835,,,,,False,,,0.0,SOFT-ONLY
EVT-0305,SLX-0305,2024-10-28 14:44:11,M1.2,M1.2,603.0,15.295623369973985,,,,,False,,,0.0,SOFT-ONLY
EVT-0306,SLX-0306,2024-10-28 15:07:05,C9.0,C9.3,444.0,8.831273102751641,,,,,False,,,0.0,SOFT-ONLY
EVT-0307,SLX-0307,2024-10-28 16:27:54,M4.7,M4.2,3104.0,162.8142019017384,,,,,False,,,0.0,SOFT-ONLY
EVT-0308,SLX-0308,2024-10-28 18:32:01,C7.1,C7.2,334.0,17.189171965229782,,,,,False,,,0.0,SOFT-ONLY
EVT-0309,SLX-0309,2024-10-28 21:43:03,C4.7,C5.2,207.0,11.086190258958723,,,,,False,,,0.0,SOFT-ONLY
EVT-0310,SLX-0310,2024-10-28 22:07:14,C8.5,C7.6,413.0,24.55866595307032,,,,,False,,,0.0,SOFT-ONLY
EVT-0311,SLX-0311,2024-10-29 04:41:13,C3.5,C4.0,148.0,8.508656849310022,HLS-0751,2024-10-29 04:38:40,96.0,27.41542017109887,True,,10.0,0.24,DUAL-CONFIRMED
EVT-0312,SLX-0312,2024-10-29 08:00:39,C5.1,C5.0,226.0,11.169803207921955,HLS-0754,2024-10-29 07:55:10,100.0,15.49347020675546,True,,8.0,0.03333333333333333,DUAL-CONFIRMED
EVT-0313,SLX-0313,2024-10-29 09:37:03,C3.9,C3.9,167.0,10.915941451738266,HLS-0756,2024-10-29 09:31:40,207.0,66.0,True,,9.0,0.12,DUAL-CONFIRMED
EVT-0314,SLX-0314,2024-10-29 12:04:58,C4.2,C3.8,180.0,17.34369653573913,HLS-0757,2024-10-29 12:03:00,211.0,71.77133829043457,True,,8.0,0.0,DUAL-CONFIRMED
EVT-0315,SLX-0315,2024-10-29 13:02:25,C2.4,C2.9,93.0,6.5555555555555545,HLS-0759,2024-10-29 13:01:20,77.0,26.457513110645905,True,,8.0,0.07142857142857142,DUAL-CONFIRMED
EVT-0316,SLX-0316,2024-10-29 14:37:13,C3.5,C3.8,144.0,7.256917881777162,HLS-0760,2024-10-29 14:36:50,66.0,20.506096654409877,True,,7.0,0.09090909090909091,DUAL-CONFIRMED
EVT-0317,SLX-0317,2024-10-29 15:49:07,C5.2,C5.6,231.0,5.027714236883515,,,,,False,,8.0,2.0,SOFT-ONLY
EVT-0318,SLX-0318,2024-10-29 16:32:35,M1.2,M1.2,618.0,25.19686038773511,HLS-0761,2024-10-29 16:29:30,761.0,216.21767581151485,True,,8.0,0.004291845493562232,DUAL-CONFIRMED
EVT-0319,SLX-0319,2024-10-30 06:28:38,C3.6,C4.0,152.0,7.672466487136554,,,,,False,,7.0,0.2857142857142857,SOFT-ONLY
EVT-0320,SLX-0320,2024-10-30 23:50:49,C8.3,C8.2,401.0,5.746036199558222,HLS-0772,2024-10-30 23:44:10,357.0,77.54251804824987,True,,8.0,0.025,DUAL-CONFIRMED
EVT-0321,SLX-0321,2024-10-31 00:51:05,C9.7,C9.3,484.0,31.905426384930717,,,,,False,,,0.0,SOFT-ONLY
EVT-0322,SLX-0322,2024-10-31 02:50:27,M1.1,C9.9,552.0,24.36000941049761,,,,,False,,,0.0,SOFT-ONLY
EVT-0323,SLX-0323,2024-10-31 03:30:19,M1.1,M1.1,549.0,8.140783718448846,,,,,False,,,0.0,SOFT-ONLY
EVT-0324,SLX-0324,2024-10-31 05:11:11,C5.4,C5.7,242.0,12.41429911236705,,,,,False,,,0.0,SOFT-ONLY
EVT-0325,SLX-0325,2024-10-31 05:54:12,C6.6,C6.7,310.0,14.474803201861182,,,,,False,,,0.0,SOFT-ONLY
EVT-0326,SLX-0326,2024-10-31 08:31:21,C6.5,C6.2,300.0,25.60833333333333,,,,,False,,,0.0,SOFT-ONLY
EVT-0327,SLX-0327,2024-10-31 09:04:50,C7.8,C7.6,376.0,11.164278076632437,,,,,False,,,0.0,SOFT-ONLY
EVT-0328,SLX-0328,2024-10-31 09:36:21,M1.6,M1.4,900.0,42.94074773973479,,,,,False,,,0.0,SOFT-ONLY
EVT-0329,SLX-0329,2024-10-31 10:27:19,M1.1,C9.1,546.0,21.63177823913777,,,,,False,,,0.0,SOFT-ONLY
EVT-0330,SLX-0330,2024-10-31 12:53:27,M2.9,M2.4,1737.0,207.76117717111256,,,,,False,,,0.0,SOFT-ONLY
EVT-0331,SLX-0331,2024-10-31 13:59:43,M1.5,M1.3,800.0,46.52569302879778,,,,,False,,,0.0,SOFT-ONLY
EVT-0332,SLX-0332,2024-10-31 16:58:32,C3.4,C4.1,141.0,7.194014606174091,,,,,False,,,0.0,SOFT-ONLY
EVT-0333,SLX-0333,2024-10-31 17:17:22,C4.1,C4.4,174.0,6.090433797225271,,,,,False,,,0.0,SOFT-ONLY
EVT-0334,SLX-0334,2024-10-31 18:36:24,C4.5,C4.8,196.0,11.245021587818783,,,,,False,,,0.0,SOFT-ONLY
EVT-0335,SLX-0335,2024-10-31 19:06:50,M1.1,M1.0,563.0,34.423939832444894,,,,,False,,,0.0,SOFT-ONLY
EVT-0336,SLX-0336,2024-10-31 20:24:39,C6.3,C6.3,290.0,22.31151143856256,,,,,False,,,0.0,SOFT-ONLY
EVT-0337,SLX-0337,2024-10-31 21:19:44,X1.6,X2.0,13305.0,1578.8664963823549,,,,,False,,,0.0,SOFT-ONLY
EVT-0338,SLX-0338,2024-10-31 21:52:58,M8.9,M9.3,6516.0,11.89043401006546,,,,,False,,,0.0,SOFT-ONLY
EVT-0339,,,,,,,HLS-0001,2024-09-10 00:28:00,303.0,11.078006238589245,False,,,,HARD-ONLY
EVT-0340,,,,,,,HLS-0002,2024-09-10 01:40:10,46.0,10.955537847308525,False,,,,HARD-ONLY
EVT-0341,,,,,,,HLS-0003,2024-09-10 04:25:10,54.0,21.913466179497938,False,,,,HARD-ONLY
EVT-0342,,,,,,,HLS-0004,2024-09-10 05:44:10,36.0,13.863621460498695,False,,,,HARD-ONLY
EVT-0343,,,,,,,HLS-0005,2024-09-10 08:35:20,24.0,8.497058314499201,False,,,,HARD-ONLY
EVT-0344,,,,,,,HLS-0006,2024-09-10 09:36:50,18.0,6.5,False,,,,HARD-ONLY
EVT-0345,,,,,,,HLS-0007,2024-09-10 11:06:50,161.0,69.76532089799343,False,,,,HARD-ONLY
EVT-0346,,,,,,,HLS-0008,2024-09-10 11:59:20,25.0,8.94427190999916,False,,,,HARD-ONLY
EVT-0347,,,,,,,HLS-0009,2024-09-10 15:43:40,681.0,275.56759606310754,False,,,,HARD-ONLY
EVT-0348,,,,,,,HLS-0010,2024-09-10 16:57:20,43.0,16.994116628998402,False,,,,HARD-ONLY
EVT-0349,,,,,,,HLS-0011,2024-09-10 17:58:40,23.0,9.5,False,,,,HARD-ONLY
EVT-0350,,,,,,,HLS-0012,2024-09-10 20:53:20,46.0,18.335757415498275,False,,,,HARD-ONLY
EVT-0351,,,,,,,HLS-0013,2024-09-10 23:49:10,493.0,207.87069844672016,False,,,,HARD-ONLY
EVT-0352,,,,,,,HLS-0014,2024-09-11 01:55:50,44.0,13.984685501341406,False,,,,HARD-ONLY
EVT-0353,,,,,,,HLS-0015,2024-09-11 03:25:10,22.0,9.0,False,,,,HARD-ONLY
EVT-0354,,,,,,,HLS-0016,2024-09-11 04:08:40,120.0,51.42956348249516,False,,,,HARD-ONLY
EVT-0355,,,,,,,HLS-0017,2024-09-11 05:17:10,31.0,10.285912696499032,False,,,,HARD-ONLY
EVT-0356,,,,,,,HLS-0018,2024-09-11 06:04:50,25.0,7.756717518813398,False,,,,HARD-ONLY
EVT-0357,,,,,,,HLS-0020,2024-09-11 07:35:50,46.0,18.335757415498275,False,,,,HARD-ONLY
EVT-0358,,,,,,,HLS-0022,2024-09-11 09:35:10,113.0,48.299068313995456,False,,,,HARD-ONLY
EVT-0359,,,,,,,HLS-0024,2024-09-11 10:32:30,150.0,58.787753826796276,False,,,,HARD-ONLY
EVT-0360,,,,,,,HLS-0026,2024-09-11 12:04:10,31.0,9.071147352221454,False,,,,HARD-ONLY
EVT-0361,,,,,,,HLS-0031,2024-09-11 16:26:00,43.0,11.333333333333334,False,,,,HARD-ONLY
EVT-0362,,,,,,,HLS-0032,2024-09-11 16:39:40,43.0,12.37436867076458,False,,,,HARD-ONLY
EVT-0363,,,,,,,HLS-0033,2024-09-11 16:44:00,24.0,5.303300858899106,False,,,,HARD-ONLY
EVT-0364,,,,,,,HLS-0034,2024-09-11 17:17:00,33.0,11.022703842524303,False,,,,HARD-ONLY
EVT-0365,,,,,,,HLS-0037,2024-09-11 18:22:40,46.0,6.1942248145051675,False,,,,HARD-ONLY
EVT-0366,,,,,,,HLS-0038,2024-09-11 18:53:00,59.0,11.686272524515307,False,,,,HARD-ONLY
EVT-0367,,,,,,,HLS-0039,2024-09-11 19:28:50,30.0,9.797958971132713,False,,,,HARD-ONLY
EVT-0368,,,,,,,HLS-0040,2024-09-11 19:38:00,35.0,10.583005244258361,False,,,,HARD-ONLY
EVT-0369,,,,,,,HLS-0042,2024-09-11 20:28:20,54.0,16.263455967290593,False,,,,HARD-ONLY
EVT-0370,,,,,,,HLS-0044,2024-09-11 21:16:10,67.0,15.87713240271471,False,,,,HARD-ONLY
EVT-0371,,,,,,,HLS-0045,2024-09-11 21:35:40,42.0,6.5,False,,,,HARD-ONLY
EVT-0372,,,,,,,HLS-0046,2024-09-11 22:16:30,27.0,9.838699100999074,False,,,,HARD-ONLY
EVT-0373,,,,,,,HLS-0047,2024-09-11 22:50:50,53.0,21.46625258399798,False,,,,HARD-ONLY
EVT-0374,,,,,,,HLS-0048,2024-09-11 22:58:10,44.0,16.416455159382004,False,,,,HARD-ONLY
EVT-0375,,,,,,,HLS-0050,2024-09-12 01:30:40,32.0,6.331738236133036,False,,,,HARD-ONLY
EVT-0376,,,,,,,HLS-0051,2024-09-12 01:44:00,90.0,23.819396221643327,False,,,,HARD-ONLY
EVT-0377,,,,,,,HLS-0054,2024-09-12 03:24:10,30.0,7.0,False,,,,HARD-ONLY
EVT-0378,,,,,,,HLS-0055,2024-09-12 03:31:20,51.0,12.060453783110544,False,,,,HARD-ONLY
EVT-0379,,,,,,,HLS-0056,2024-09-12 03:40:30,53.0,12.663476472266073,False,,,,HARD-ONLY
EVT-0380,,,,,,,HLS-0062,2024-09-12 07:32:40,47.0,9.429903335828895,False,,,,HARD-ONLY
EVT-0381,,,,,,,HLS-0064,2024-09-12 08:07:20,43.0,11.83340237483311,False,,,,HARD-ONLY
EVT-0382,,,,,,,HLS-0066,2024-09-12 08:58:40,172.0,21.96375802695583,False,,,,HARD-ONLY
EVT-0383,,,,,,,HLS-0067,2024-09-12 09:06:40,110.0,9.189494464367357,False,,,,HARD-ONLY
EVT-0384,,,,,,,HLS-0068,2024-09-12 09:24:10,146.0,19.909217038269563,False,,,,HARD-ONLY
EVT-0385,,,,,,,HLS-0070,2024-09-12 11:09:50,118.0,45.72380853195266,False,,,,HARD-ONLY
EVT-0386,,,,,,,HLS-0071,2024-09-12 11:17:40,30.0,9.797958971132713,False,,,,HARD-ONLY
EVT-0387,,,,,,,HLS-0072,2024-09-12 11:31:40,37.0,11.338934190276817,False,,,,HARD-ONLY
EVT-0388,,,,,,,HLS-0074,2024-09-12 12:39:40,116.0,12.818996320565299,False,,,,HARD-ONLY
EVT-0389,,,,,,,HLS-0078,2024-09-12 15:41:40,60.0,7.172083066320696,False,,,,HARD-ONLY
EVT-0390,,,,,,,HLS-0079,2024-09-12 16:19:30,64.0,18.333333333333332,False,,,,HARD-ONLY
EVT-0391,,,,,,,HLS-0081,2024-09-12 17:44:40,94.0,12.681052436966377,False,,,,HARD-ONLY
EVT-0392,,,,,,,HLS-0083,2024-09-12 18:38:20,52.0,13.281566172707192,False,,,,HARD-ONLY
EVT-0393,,,,,,,HLS-0084,2024-09-12 18:49:20,129.0,25.23573072576179,False,,,,HARD-ONLY
EVT-0394,,,,,,,HLS-0086,2024-09-12 19:30:40,194.0,34.70110468942836,False,,,,HARD-ONLY
EVT-0395,,,,,,,HLS-0088,2024-09-12 20:19:20,34.0,7.58946638440411,False,,,,HARD-ONLY
EVT-0396,,,,,,,HLS-0089,2024-09-12 20:47:50,151.0,38.27431353954081,False,,,,HARD-ONLY
EVT-0397,,,,,,,HLS-0090,2024-09-12 20:55:10,354.0,90.8688222502243,False,,,,HARD-ONLY
EVT-0398,,,,,,,HLS-0091,2024-09-12 22:01:20,1273.0,117.41851938962684,False,,,,HARD-ONLY
EVT-0399,,,,,,,HLS-0092,2024-09-12 23:10:50,318.0,10.349761530555995,False,,,,HARD-ONLY
EVT-0400,,,,,,,HLS-0093,2024-09-12 23:39:40,253.0,7.50614889896113,False,,,,HARD-ONLY
EVT-0401,,,,,,,HLS-0094,2024-09-12 23:43:30,263.0,8.892972917998875,False,,,,HARD-ONLY
EVT-0402,,,,,,,HLS-0095,2024-09-12 23:59:10,432.0,27.379564683336294,False,,,,HARD-ONLY
EVT-0403,,,,,,,HLS-0098,2024-09-13 02:01:50,265.0,19.635811385257206,False,,,,HARD-ONLY
EVT-0404,,,,,,,HLS-0100,2024-09-13 02:45:30,95.0,8.696263565463042,False,,,,HARD-ONLY
EVT-0405,,,,,,,HLS-0101,2024-09-13 03:20:20,89.0,8.54874733987858,False,,,,HARD-ONLY
EVT-0406,,,,,,,HLS-0102,2024-09-13 03:34:40,89.0,7.621039752788346,False,,,,HARD-ONLY
EVT-0407,,,,,,,HLS-0103,2024-09-13 03:46:20,139.0,14.967424946322915,False,,,,HARD-ONLY
EVT-0408,,,,,,,HLS-0106,2024-09-13 05:13:10,257.0,23.51047477705255,False,,,,HARD-ONLY
EVT-0409,,,,,,,HLS-0107,2024-09-13 05:29:10,141.0,11.962753722931607,False,,,,HARD-ONLY
EVT-0410,,,,,,,HLS-0108,2024-09-13 05:36:30,89.0,5.5154328932550705,False,,,,HARD-ONLY
EVT-0411,,,,,,,HLS-0109,2024-09-13 06:08:30,47.0,5.673665146135802,False,,,,HARD-ONLY
EVT-0412,,,,,,,HLS-0110,2024-09-13 06:21:40,59.0,8.72066511224918,False,,,,HARD-ONLY
EVT-0413,,,,,,,HLS-0113,2024-09-13 09:12:40,110.0,18.76166303929372,False,,,,HARD-ONLY
EVT-0414,,,,,,,HLS-0114,2024-09-13 09:57:00,36.0,12.247448713915892,False,,,,HARD-ONLY
EVT-0415,,,,,,,HLS-0115,2024-09-13 10:26:20,26.0,7.181324987175317,False,,,,HARD-ONLY
EVT-0416,,,,,,,HLS-0116,2024-09-13 10:33:40,56.0,18.520259177452132,False,,,,HARD-ONLY
EVT-0417,,,,,,,HLS-0117,2024-09-13 11:11:40,64.0,23.678400846904058,False,,,,HARD-ONLY
EVT-0418,,,,,,,HLS-0118,2024-09-13 11:50:40,28.0,8.981462390204987,False,,,,HARD-ONLY
EVT-0419,,,,,,,HLS-0120,2024-09-13 14:06:30,31.0,10.873236534136131,False,,,,HARD-ONLY
EVT-0420,,,,,,,HLS-0122,2024-09-13 14:47:40,143.0,28.447550999949655,False,,,,HARD-ONLY
EVT-0421,,,,,,,HLS-0124,2024-09-13 16:00:40,49.0,8.778762251403478,False,,,,HARD-ONLY
EVT-0422,,,,,,,HLS-0125,2024-09-13 16:43:40,120.0,46.54030511288039,False,,,,HARD-ONLY
EVT-0423,,,,,,,HLS-0126,2024-09-13 17:11:20,114.0,44.09081537009721,False,,,,HARD-ONLY
EVT-0424,,,,,,,HLS-0128,2024-09-13 17:41:00,177.0,21.448905695991943,False,,,,HARD-ONLY
EVT-0425,,,,,,,HLS-0131,2024-09-13 19:55:40,397.0,129.33333333333334,False,,,,HARD-ONLY
EVT-0426,,,,,,,HLS-0133,2024-09-13 20:26:30,219.0,16.62768775266122,False,,,,HARD-ONLY
EVT-0427,,,,,,,HLS-0136,2024-09-13 22:20:10,29.0,10.73312629199899,False,,,,HARD-ONLY
EVT-0428,,,,,,,HLS-0137,2024-09-13 22:50:30,24.0,8.497058314499201,False,,,,HARD-ONLY
EVT-0429,,,,,,,HLS-0138,2024-09-13 23:07:50,32.0,10.61445555206044,False,,,,HARD-ONLY
EVT-0430,,,,,,,HLS-0140,2024-09-14 00:30:20,20.0,6.7082039324993685,False,,,,HARD-ONLY
EVT-0431,,,,,,,HLS-0142,2024-09-14 01:30:50,62.0,21.768891000338428,False,,,,HARD-ONLY
